# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-20 14:49:45 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03010655 Oswayo Creek at Shinglehouse, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 03010655
#            TS   parameter     statistic     Description
#        119720       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/pa/nwis/revision/?site_no=03010655&ts_ids=119720]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	119720_00060_00003	119720_00060_00003_cd
USGS	03010655	2013-09-23	43.2	A
USGS	03010655	2013-09-24	39.0	A
USGS	03010655	2013-09-25	36.5	A
USGS	03010655	2013-09-26	34.2	A
USGS	03010655	2013-09-27	31.5	A
USGS	03010655	2013-09-28	31.3	A
USGS	03010655	2013-09-29	30.5	A
USGS	03010655	2013-09-30	29.5	A
USGS	03010655	2013-10-01	29.5	A
USGS	03010655	2013-10-02	28.4	A
USGS	03010655	2013-10-03	27.6	A
USGS	03010655	2013-10-04	31.8	A
USGS	03010655	2013-10-05	31.6	A
USGS	03010655	2013-10-06	30.9	A
USGS	03010655	2013-10-07	38.1	A
USGS	03010655	2013-10-08	44.9	A
USGS	03010655	2013-10-09	35.2	A
USGS	03010655	2013-10-10	32.2	A
USGS	03010655	2013-10-11	32.4	A
USGS	03010655	2013-10-12	33.6	A
USGS	03010655	2013-10-13	30.7	A
USGS	03010655	2013-10-14	39.8	A
USGS	03010655	2013-10-15	38.0	A
USGS	03010655	2013-10-16	37.1	A
USGS	03010655	2013-10-17	68.3	A
USGS	03010655	2013-10-18	200	A
USGS	03010655	2013-10-19	141	A
USGS	03010655	2013-10-20	127	A
USGS	03010655	2013-10-21	104	A
USGS	03010655	2013-10-22	94.0	A
USGS	03010655	2013-10-23	83.0	A
USGS	03010655	2013-10-24	75.9	A
USGS	03010655	2013-10-25	71.0	A
USGS	03010655	2013-10-26	65.6	A
USGS	03010655	2013-10-27	62.3	A
USGS	03010655	2013-10-28	58.9	A
USGS	03010655	2013-10-29	54.6	A
USGS	03010655	2013-10-30	51.9	A
USGS	03010655	2013-10-31	54.8	A
USGS	03010655	2013-11-01	192	A
USGS	03010655	2013-11-02	207	A
USGS	03010655	2013-11-03	205	A
USGS	03010655	2013-11-04	173	A
USGS	03010655	2013-11-05	149	A
USGS	03010655	2013-11-06	131	A
USGS	03010655	2013-11-07	190	A
USGS	03010655	2013-11-08	170	A
USGS	03010655	2013-11-09	166	A
USGS	03010655	2013-11-10	177	A
USGS	03010655	2013-11-11	173	A
USGS	03010655	2013-11-12	167	A
USGS	03010655	2013-11-13	149	A
USGS	03010655	2013-11-14	139	A
USGS	03010655	2013-11-15	129	A
USGS	03010655	2013-11-16	117	A
USGS	03010655	2013-11-17	126	A
USGS	03010655	2013-11-18	243	A
USGS	03010655	2013-11-19	224	A
USGS	03010655	2013-11-20	222	A
USGS	03010655	2013-11-21	208	A
USGS	03010655	2013-11-22	203	A
USGS	03010655	2013-11-23	181	A
USGS	03010655	2013-11-24	157	A
USGS	03010655	2013-11-25	138	A
USGS	03010655	2013-11-26	132	A
USGS	03010655	2013-11-27	293	A
USGS	03010655	2013-11-28	255	A
USGS	03010655	2013-11-29	244	A
USGS	03010655	2013-11-30	220	A
USGS	03010655	2013-12-01	205	A
USGS	03010655	2013-12-02	190	A
USGS	03010655	2013-12-03	182	A
USGS	03010655	2013-12-04	172	A
USGS	03010655	2013-12-05	184	A
USGS	03010655	2013-12-06	281	A
USGS	03010655	2013-12-07	321	A
USGS	03010655	2013-12-08	329	A
USGS	03010655	2013-12-09	310	A
USGS	03010655	2013-12-10	270	A
USGS	03010655	2013-12-11	222	A
USGS	03010655	2013-12-12	188	A
USGS	03010655	2013-12-13	165	A
USGS	03010655	2013-12-14	145	A
USGS	03010655	2013-12-15	137	A
USGS	03010655	2013-12-16	122	A
USGS	03010655	2013-12-17	110	A:e
USGS	03010655	2013-12-18	105	A:e
USGS	03010655	2013-12-19	95.0	A:e
USGS	03010655	2013-12-20	80.0	A:e
USGS	03010655	2013-12-21	358	A
USGS	03010655	2013-12-22	1010	A
USGS	03010655	2013-12-23	962	A
USGS	03010655	2013-12-24	643	A
USGS	03010655	2013-12-25	459	A
USGS	03010655	2013-12-26	365	A
USGS	03010655	2013-12-27	296	A
USGS	03010655	2013-12-28	251	A
USGS	03010655	2013-12-29	248	A
USGS	03010655	2013-12-30	245	A
USGS	03010655	2013-12-31	201	A
USGS	03010655	2014-01-01	183	A
USGS	03010655	2014-01-02	174	A
USGS	03010655	2014-01-03	175	A:e
USGS	03010655	2014-01-04	170	A:e
USGS	03010655	2014-01-05	160	A:e
USGS	03010655	2014-01-06	290	A:e
USGS	03010655	2014-01-07	170	A:e
USGS	03010655	2014-01-08	165	A:e
USGS	03010655	2014-01-09	160	A:e
USGS	03010655	2014-01-10	180	A:e
USGS	03010655	2014-01-11	440	A:e
USGS	03010655	2014-01-12	357	A
USGS	03010655	2014-01-13	301	A
USGS	03010655	2014-01-14	395	A
USGS	03010655	2014-01-15	375	A
USGS	03010655	2014-01-16	360	A
USGS	03010655	2014-01-17	325	A
USGS	03010655	2014-01-18	284	A
USGS	03010655	2014-01-19	243	A
USGS	03010655	2014-01-20	214	A
USGS	03010655	2014-01-21	180	A
USGS	03010655	2014-01-22	200	A:e
USGS	03010655	2014-01-23	220	A:e
USGS	03010655	2014-01-24	250	A:e
USGS	03010655	2014-01-25	270	A:e
USGS	03010655	2014-01-26	260	A:e
USGS	03010655	2014-01-27	240	A:e
USGS	03010655	2014-01-28	205	A:e
USGS	03010655	2014-01-29	185	A:e
USGS	03010655	2014-01-30	160	A:e
USGS	03010655	2014-01-31	150	A:e
USGS	03010655	2014-02-01	130	A:e
USGS	03010655	2014-02-02	115	A:e
USGS	03010655	2014-02-03	100	A:e
USGS	03010655	2014-02-04	88.4	A:e
USGS	03010655	2014-02-05	78.0	A:e
USGS	03010655	2014-02-06	70.0	A:e
USGS	03010655	2014-02-07	62.1	A:e
USGS	03010655	2014-02-08	54.2	A:e
USGS	03010655	2014-02-09	50.0	A:e
USGS	03010655	2014-02-10	48.0	A:e
USGS	03010655	2014-02-11	43.7	A:e
USGS	03010655	2014-02-12	40.0	A:e
USGS	03010655	2014-02-13	38.0	A:e
USGS	03010655	2014-02-14	38.0	A:e
USGS	03010655	2014-02-15	37.7	A:e
USGS	03010655	2014-02-16	36.0	A:e
USGS	03010655	2014-02-17	36.0	A:e
USGS	03010655	2014-02-18	35.6	A:e
USGS	03010655	2014-02-19	34.0	A:e
USGS	03010655	2014-02-20	56.1	A:e
USGS	03010655	2014-02-21	130	A:e
USGS	03010655	2014-02-22	210	A:e
USGS	03010655	2014-02-23	160	A:e
USGS	03010655	2014-02-24	130	A:e
USGS	03010655	2014-02-25	105	A:e
USGS	03010655	2014-02-26	90.4	A:e
USGS	03010655	2014-02-27	80.0	A:e
USGS	03010655	2014-02-28	74.0	A:e
USGS	03010655	2014-03-01	72.0	A:e
USGS	03010655	2014-03-02	70.4	A:e
USGS	03010655	2014-03-03	68.0	A:e
USGS	03010655	2014-03-04	66.5	A:e
USGS	03010655	2014-03-05	65.8	A:e
USGS	03010655	2014-03-06	65.0	A:e
USGS	03010655	2014-03-07	63.5	A:e
USGS	03010655	2014-03-08	62.8	A:e
USGS	03010655	2014-03-09	62.0	A:e
USGS	03010655	2014-03-10	60.0	A:e
USGS	03010655	2014-03-11	110	A:e
USGS	03010655	2014-03-12	444	A
USGS	03010655	2014-03-13	646	A
USGS	03010655	2014-03-14	539	A
USGS	03010655	2014-03-15	446	A
USGS	03010655	2014-03-16	346	A
USGS	03010655	2014-03-17	297	A
USGS	03010655	2014-03-18	265	A
USGS	03010655	2014-03-19	246	A
USGS	03010655	2014-03-20	276	A
USGS	03010655	2014-03-21	238	A
USGS	03010655	2014-03-22	244	A
USGS	03010655	2014-03-23	246	A
USGS	03010655	2014-03-24	224	A
USGS	03010655	2014-03-25	209	A
USGS	03010655	2014-03-26	189	A
USGS	03010655	2014-03-27	158	A
USGS	03010655	2014-03-28	168	A
USGS	03010655	2014-03-29	205	A
USGS	03010655	2014-03-30	502	A
USGS	03010655	2014-03-31	420	A
USGS	03010655	2014-04-01	398	A
USGS	03010655	2014-04-02	385	A
USGS	03010655	2014-04-03	384	A
USGS	03010655	2014-04-04	450	A
USGS	03010655	2014-04-05	597	A
USGS	03010655	2014-04-06	522	A
USGS	03010655	2014-04-07	460	A
USGS	03010655	2014-04-08	632	A
USGS	03010655	2014-04-09	580	A
USGS	03010655	2014-04-10	494	A
USGS	03010655	2014-04-11	444	A
USGS	03010655	2014-04-12	404	A
USGS	03010655	2014-04-13	367	A
USGS	03010655	2014-04-14	343	A
USGS	03010655	2014-04-15	416	A
USGS	03010655	2014-04-16	411	A
USGS	03010655	2014-04-17	391	A
USGS	03010655	2014-04-18	348	A
USGS	03010655	2014-04-19	298	A
USGS	03010655	2014-04-20	251	A
USGS	03010655	2014-04-21	217	A
USGS	03010655	2014-04-22	199	A
USGS	03010655	2014-04-23	178	A
USGS	03010655	2014-04-24	153	A
USGS	03010655	2014-04-25	134	A
USGS	03010655	2014-04-26	126	A
USGS	03010655	2014-04-27	111	A
USGS	03010655	2014-04-28	98.1	A
USGS	03010655	2014-04-29	91.9	A
USGS	03010655	2014-04-30	107	A
USGS	03010655	2014-05-01	161	A
USGS	03010655	2014-05-02	150	A
USGS	03010655	2014-05-03	165	A
USGS	03010655	2014-05-04	198	A
USGS	03010655	2014-05-05	178	A
USGS	03010655	2014-05-06	172	A
USGS	03010655	2014-05-07	160	A
USGS	03010655	2014-05-08	154	A
USGS	03010655	2014-05-09	138	A
USGS	03010655	2014-05-10	134	A
USGS	03010655	2014-05-11	117	A
USGS	03010655	2014-05-12	103	A
USGS	03010655	2014-05-13	237	A
USGS	03010655	2014-05-14	313	A
USGS	03010655	2014-05-15	338	A
USGS	03010655	2014-05-16	1350	A
USGS	03010655	2014-05-17	1640	A
USGS	03010655	2014-05-18	874	A
USGS	03010655	2014-05-19	540	A
USGS	03010655	2014-05-20	398	A
USGS	03010655	2014-05-21	378	A
USGS	03010655	2014-05-22	726	A
USGS	03010655	2014-05-23	596	A
USGS	03010655	2014-05-24	454	A
USGS	03010655	2014-05-25	352	A
USGS	03010655	2014-05-26	280	A
USGS	03010655	2014-05-27	249	A
USGS	03010655	2014-05-28	218	A
USGS	03010655	2014-05-29	172	A
USGS	03010655	2014-05-30	146	A
USGS	03010655	2014-05-31	121	A
USGS	03010655	2014-06-01	101	A
USGS	03010655	2014-06-02	86.7	A
USGS	03010655	2014-06-03	84.2	A
USGS	03010655	2014-06-04	74.5	A
USGS	03010655	2014-06-05	65.4	A
USGS	03010655	2014-06-06	58.3	A
USGS	03010655	2014-06-07	52.0	A
USGS	03010655	2014-06-08	50.3	A
USGS	03010655	2014-06-09	112	A
USGS	03010655	2014-06-10	69.6	A
USGS	03010655	2014-06-11	59.6	A
USGS	03010655	2014-06-12	77.8	A
USGS	03010655	2014-06-13	83.5	A
USGS	03010655	2014-06-14	79.4	A
USGS	03010655	2014-06-15	75.4	A
USGS	03010655	2014-06-16	68.6	A
USGS	03010655	2014-06-17	62.3	A
USGS	03010655	2014-06-18	61.5	A
USGS	03010655	2014-06-19	66.5	A
USGS	03010655	2014-06-20	56.4	A
USGS	03010655	2014-06-21	48.9	A
USGS	03010655	2014-06-22	43.8	A
USGS	03010655	2014-06-23	40.0	A
USGS	03010655	2014-06-24	39.2	A
USGS	03010655	2014-06-25	359	A
USGS	03010655	2014-06-26	1190	A
USGS	03010655	2014-06-27	613	A
USGS	03010655	2014-06-28	385	A
USGS	03010655	2014-06-29	272	A
USGS	03010655	2014-06-30	208	A
USGS	03010655	2014-07-01	161	A
USGS	03010655	2014-07-02	133	A
USGS	03010655	2014-07-03	114	A
USGS	03010655	2014-07-04	111	A
USGS	03010655	2014-07-05	80.5	A
USGS	03010655	2014-07-06	67.2	A
USGS	03010655	2014-07-07	61.4	A
USGS	03010655	2014-07-08	57.1	A
USGS	03010655	2014-07-09	60.6	A
USGS	03010655	2014-07-10	59.9	A
USGS	03010655	2014-07-11	47.2	A
USGS	03010655	2014-07-12	42.4	A
USGS	03010655	2014-07-13	48.8	A
USGS	03010655	2014-07-14	114	A
USGS	03010655	2014-07-15	227	A
USGS	03010655	2014-07-16	200	A
USGS	03010655	2014-07-17	173	A
USGS	03010655	2014-07-18	137	A
USGS	03010655	2014-07-19	112	A
USGS	03010655	2014-07-20	101	A
USGS	03010655	2014-07-21	80.9	A
USGS	03010655	2014-07-22	67.9	A
USGS	03010655	2014-07-23	60.9	A
USGS	03010655	2014-07-24	67.5	A
USGS	03010655	2014-07-25	51.6	A
USGS	03010655	2014-07-26	46.0	A
USGS	03010655	2014-07-27	42.2	A
USGS	03010655	2014-07-28	60.1	A
USGS	03010655	2014-07-29	56.1	A
USGS	03010655	2014-07-30	46.8	A
USGS	03010655	2014-07-31	44.9	A
USGS	03010655	2014-08-01	40.3	A
USGS	03010655	2014-08-02	39.1	A
USGS	03010655	2014-08-03	121	A
USGS	03010655	2014-08-04	103	A
USGS	03010655	2014-08-05	104	A
USGS	03010655	2014-08-06	118	A
USGS	03010655	2014-08-07	103	A
USGS	03010655	2014-08-08	86.1	A
USGS	03010655	2014-08-09	73.6	A
USGS	03010655	2014-08-10	62.2	A
USGS	03010655	2014-08-11	53.5	A
USGS	03010655	2014-08-12	105	A
USGS	03010655	2014-08-13	92.5	A
USGS	03010655	2014-08-14	77.8	A
USGS	03010655	2014-08-15	69.5	A
USGS	03010655	2014-08-16	62.5	A
USGS	03010655	2014-08-17	64.4	A
USGS	03010655	2014-08-18	53.2	A
USGS	03010655	2014-08-19	47.5	A
USGS	03010655	2014-08-20	43.5	A
USGS	03010655	2014-08-21	41.4	A
USGS	03010655	2014-08-22	38.8	A
USGS	03010655	2014-08-23	37.1	A
USGS	03010655	2014-08-24	33.7	A
USGS	03010655	2014-08-25	30.8	A
USGS	03010655	2014-08-26	28.7	A
USGS	03010655	2014-08-27	27.3	A
USGS	03010655	2014-08-28	25.9	A
USGS	03010655	2014-08-29	24.8	A
USGS	03010655	2014-08-30	23.7	A
USGS	03010655	2014-08-31	25.4	A
USGS	03010655	2014-09-01	29.2	A
USGS	03010655	2014-09-02	29.8	A
USGS	03010655	2014-09-03	63.6	A
USGS	03010655	2014-09-04	35.3	A
USGS	03010655	2014-09-05	31.4	A
USGS	03010655	2014-09-06	31.6	A
USGS	03010655	2014-09-07	30.7	A
USGS	03010655	2014-09-08	27.1	A
USGS	03010655	2014-09-09	25.1	A
USGS	03010655	2014-09-10	24.7	A
USGS	03010655	2014-09-11	35.9	A
USGS	03010655	2014-09-12	29.7	A
USGS	03010655	2014-09-13	26.6	A
USGS	03010655	2014-09-14	25.5	A
USGS	03010655	2014-09-15	23.2	A
USGS	03010655	2014-09-16	30.1	A
USGS	03010655	2014-09-17	26.0	A
USGS	03010655	2014-09-18	23.1	A
USGS	03010655	2014-09-19	22.0	A
USGS	03010655	2014-09-20	20.0	A
USGS	03010655	2014-09-21	20.2	A
USGS	03010655	2014-09-22	22.2	A
USGS	03010655	2014-09-23	19.6	A
USGS	03010655	2014-09-24	17.6	A
USGS	03010655	2014-09-25	16.0	A
USGS	03010655	2014-09-26	15.3	A
USGS	03010655	2014-09-27	14.3	A
USGS	03010655	2014-09-28	13.8	A
USGS	03010655	2014-09-29	13.6	A
USGS	03010655	2014-09-30	13.2	A
USGS	03010655	2014-10-01	14.9	A
USGS	03010655	2014-10-02	14.1	A
USGS	03010655	2014-10-03	13.0	A
USGS	03010655	2014-10-04	14.5	A
USGS	03010655	2014-10-05	14.5	A
USGS	03010655	2014-10-06	15.9	A
USGS	03010655	2014-10-07	21.9	A
USGS	03010655	2014-10-08	23.7	A
USGS	03010655	2014-10-09	20.6	A
USGS	03010655	2014-10-10	17.9	A
USGS	03010655	2014-10-11	17.0	A
USGS	03010655	2014-10-12	15.3	A
USGS	03010655	2014-10-13	14.8	A
USGS	03010655	2014-10-14	15.2	A
USGS	03010655	2014-10-15	26.0	A
USGS	03010655	2014-10-16	31.9	A
USGS	03010655	2014-10-17	23.9	A
USGS	03010655	2014-10-18	25.1	A
USGS	03010655	2014-10-19	27.3	A
USGS	03010655	2014-10-20	24.5	A
USGS	03010655	2014-10-21	30.3	A
USGS	03010655	2014-10-22	37.5	A
USGS	03010655	2014-10-23	33.3	A
USGS	03010655	2014-10-24	32.2	A
USGS	03010655	2014-10-25	31.3	A
USGS	03010655	2014-10-26	30.6	A
USGS	03010655	2014-10-27	28.4	A
USGS	03010655	2014-10-28	27.4	A
USGS	03010655	2014-10-29	33.7	A
USGS	03010655	2014-10-30	29.7	A
USGS	03010655	2014-10-31	27.3	A
USGS	03010655	2014-11-01	30.8	A
USGS	03010655	2014-11-02	29.9	A
USGS	03010655	2014-11-03	27.6	A
USGS	03010655	2014-11-04	26.6	A
USGS	03010655	2014-11-05	27.4	A
USGS	03010655	2014-11-06	42.0	A
USGS	03010655	2014-11-07	51.9	A
USGS	03010655	2014-11-08	46.1	A
USGS	03010655	2014-11-09	46.9	A
USGS	03010655	2014-11-10	45.4	A
USGS	03010655	2014-11-11	42.7	A
USGS	03010655	2014-11-12	40.7	A
USGS	03010655	2014-11-13	36.7	A
USGS	03010655	2014-11-14	35.0	A
USGS	03010655	2014-11-15	32.5	A
USGS	03010655	2014-11-16	29.3	A
USGS	03010655	2014-11-17	28.0	A:e
USGS	03010655	2014-11-18	26.0	A:e
USGS	03010655	2014-11-19	25.5	A:e
USGS	03010655	2014-11-20	24.8	A:e
USGS	03010655	2014-11-21	24.1	A:e
USGS	03010655	2014-11-22	23.8	A:e
USGS	03010655	2014-11-23	40.0	A:e
USGS	03010655	2014-11-24	109	A
USGS	03010655	2014-11-25	113	A
USGS	03010655	2014-11-26	121	A
USGS	03010655	2014-11-27	118	A
USGS	03010655	2014-11-28	105	A
USGS	03010655	2014-11-29	88.7	A
USGS	03010655	2014-11-30	82.0	A
USGS	03010655	2014-12-01	80.5	A
USGS	03010655	2014-12-02	66.7	A
USGS	03010655	2014-12-03	73.2	A
USGS	03010655	2014-12-04	70.9	A
USGS	03010655	2014-12-05	63.7	A
USGS	03010655	2014-12-06	152	A
USGS	03010655	2014-12-07	186	A
USGS	03010655	2014-12-08	189	A
USGS	03010655	2014-12-09	188	A
USGS	03010655	2014-12-10	172	A
USGS	03010655	2014-12-11	159	A
USGS	03010655	2014-12-12	134	A
USGS	03010655	2014-12-13	116	A
USGS	03010655	2014-12-14	107	A
USGS	03010655	2014-12-15	109	A
USGS	03010655	2014-12-16	135	A
USGS	03010655	2014-12-17	202	A
USGS	03010655	2014-12-18	217	A
USGS	03010655	2014-12-19	214	A
USGS	03010655	2014-12-20	191	A
USGS	03010655	2014-12-21	168	A
USGS	03010655	2014-12-22	146	A
USGS	03010655	2014-12-23	136	A
USGS	03010655	2014-12-24	141	A
USGS	03010655	2014-12-25	165	A
USGS	03010655	2014-12-26	169	A
USGS	03010655	2014-12-27	180	A
USGS	03010655	2014-12-28	220	A
USGS	03010655	2014-12-29	201	A
USGS	03010655	2014-12-30	188	A
USGS	03010655	2014-12-31	175	A
USGS	03010655	2015-01-01	160	A:e
USGS	03010655	2015-01-02	145	A
USGS	03010655	2015-01-03	131	A
USGS	03010655	2015-01-04	235	A
USGS	03010655	2015-01-05	230	A:e
USGS	03010655	2015-01-06	220	A:e
USGS	03010655	2015-01-07	210	A:e
USGS	03010655	2015-01-08	200	A:e
USGS	03010655	2015-01-09	200	A:e
USGS	03010655	2015-01-10	210	A:e
USGS	03010655	2015-01-11	275	A:e
USGS	03010655	2015-01-12	240	A:e
USGS	03010655	2015-01-13	210	A:e
USGS	03010655	2015-01-14	200	A:e
USGS	03010655	2015-01-15	235	A:e
USGS	03010655	2015-01-16	210	A:e
USGS	03010655	2015-01-17	185	A:e
USGS	03010655	2015-01-18	165	A:e
USGS	03010655	2015-01-19	155	A:e
USGS	03010655	2015-01-20	140	A:e
USGS	03010655	2015-01-21	130	A:e
USGS	03010655	2015-01-22	120	A:e
USGS	03010655	2015-01-23	110	A:e
USGS	03010655	2015-01-24	100	A:e
USGS	03010655	2015-01-25	90.0	A:e
USGS	03010655	2015-01-26	85.0	A:e
USGS	03010655	2015-01-27	80.0	A:e
USGS	03010655	2015-01-28	80.0	A:e
USGS	03010655	2015-01-29	100	A:e
USGS	03010655	2015-01-30	90.0	A:e
USGS	03010655	2015-01-31	85.0	A:e
USGS	03010655	2015-02-01	80.0	A:e
USGS	03010655	2015-02-02	75.0	A:e
USGS	03010655	2015-02-03	75.0	A:e
USGS	03010655	2015-02-04	85.0	A:e
USGS	03010655	2015-02-05	80.0	A:e
USGS	03010655	2015-02-06	60.0	A:e
USGS	03010655	2015-02-07	80.0	A:e
USGS	03010655	2015-02-08	75.0	A:e
USGS	03010655	2015-02-09	75.0	A:e
USGS	03010655	2015-02-10	70.0	A:e
USGS	03010655	2015-02-11	65.4	A:e
USGS	03010655	2015-02-12	60.0	A:e
USGS	03010655	2015-02-13	50.0	A:e
USGS	03010655	2015-02-14	60.0	A:e
USGS	03010655	2015-02-15	60.0	A:e
USGS	03010655	2015-02-16	60.0	A:e
USGS	03010655	2015-02-17	55.0	A:e
USGS	03010655	2015-02-18	55.0	A:e
USGS	03010655	2015-02-19	55.0	A:e
USGS	03010655	2015-02-20	50.0	A:e
USGS	03010655	2015-02-21	50.1	A:e
USGS	03010655	2015-02-22	50.0	A:e
USGS	03010655	2015-02-23	50.0	A:e
USGS	03010655	2015-02-24	45.0	A:e
USGS	03010655	2015-02-25	45.0	A:e
USGS	03010655	2015-02-26	45.1	A:e
USGS	03010655	2015-02-27	44.6	A:e
USGS	03010655	2015-02-28	45.0	A:e
USGS	03010655	2015-03-01	45.0	A:e
USGS	03010655	2015-03-02	50.0	A:e
USGS	03010655	2015-03-03	60.0	A:e
USGS	03010655	2015-03-04	70.0	A:e
USGS	03010655	2015-03-05	80.0	A:e
USGS	03010655	2015-03-06	64.5	A:e
USGS	03010655	2015-03-07	70.0	A:e
USGS	03010655	2015-03-08	70.0	A:e
USGS	03010655	2015-03-09	75.0	A:e
USGS	03010655	2015-03-10	80.0	A:e
USGS	03010655	2015-03-11	100	A:e
USGS	03010655	2015-03-12	160	A:e
USGS	03010655	2015-03-13	210	A:e
USGS	03010655	2015-03-14	345	A
USGS	03010655	2015-03-15	628	A
USGS	03010655	2015-03-16	578	A
USGS	03010655	2015-03-17	533	A
USGS	03010655	2015-03-18	402	A
USGS	03010655	2015-03-19	363	A
USGS	03010655	2015-03-20	318	A
USGS	03010655	2015-03-21	273	A
USGS	03010655	2015-03-22	247	A
USGS	03010655	2015-03-23	206	A
USGS	03010655	2015-03-24	185	A
USGS	03010655	2015-03-25	179	A
USGS	03010655	2015-03-26	211	A
USGS	03010655	2015-03-27	278	A
USGS	03010655	2015-03-28	255	A
USGS	03010655	2015-03-29	232	A
USGS	03010655	2015-03-30	230	A
USGS	03010655	2015-03-31	227	A
USGS	03010655	2015-04-01	202	A
USGS	03010655	2015-04-02	215	A
USGS	03010655	2015-04-03	517	A
USGS	03010655	2015-04-04	1070	A
USGS	03010655	2015-04-05	906	A
USGS	03010655	2015-04-06	654	A
USGS	03010655	2015-04-07	584	A
USGS	03010655	2015-04-08	1080	A
USGS	03010655	2015-04-09	1190	A
USGS	03010655	2015-04-10	1230	A
USGS	03010655	2015-04-11	971	A
USGS	03010655	2015-04-12	684	A
USGS	03010655	2015-04-13	514	A
USGS	03010655	2015-04-14	491	A
USGS	03010655	2015-04-15	394	A
USGS	03010655	2015-04-16	350	A
USGS	03010655	2015-04-17	346	A
USGS	03010655	2015-04-18	298	A
USGS	03010655	2015-04-19	264	A
USGS	03010655	2015-04-20	282	A
USGS	03010655	2015-04-21	301	A
USGS	03010655	2015-04-22	320	A
USGS	03010655	2015-04-23	328	A
USGS	03010655	2015-04-24	307	A
USGS	03010655	2015-04-25	280	A
USGS	03010655	2015-04-26	254	A
USGS	03010655	2015-04-27	228	A
USGS	03010655	2015-04-28	201	A
USGS	03010655	2015-04-29	174	A
USGS	03010655	2015-04-30	156	A
USGS	03010655	2015-05-01	139	A
USGS	03010655	2015-05-02	123	A
USGS	03010655	2015-05-03	109	A
USGS	03010655	2015-05-04	98.3	A
USGS	03010655	2015-05-05	90.6	A
USGS	03010655	2015-05-06	109	A
USGS	03010655	2015-05-07	96.2	A
USGS	03010655	2015-05-08	85.6	A
USGS	03010655	2015-05-09	80.8	A
USGS	03010655	2015-05-10	77.2	A
USGS	03010655	2015-05-11	76.3	A
USGS	03010655	2015-05-12	81.8	A
USGS	03010655	2015-05-13	72.2	A
USGS	03010655	2015-05-14	66.3	A
USGS	03010655	2015-05-15	61.7	A
USGS	03010655	2015-05-16	64.5	A
USGS	03010655	2015-05-17	97.5	A
USGS	03010655	2015-05-18	86.2	A
USGS	03010655	2015-05-19	99.3	A
USGS	03010655	2015-05-20	89.6	A
USGS	03010655	2015-05-21	87.6	A
USGS	03010655	2015-05-22	84.4	A
USGS	03010655	2015-05-23	75.5	A
USGS	03010655	2015-05-24	69.0	A
USGS	03010655	2015-05-25	63.7	A
USGS	03010655	2015-05-26	59.6	A
USGS	03010655	2015-05-27	56.7	A
USGS	03010655	2015-05-28	54.0	A
USGS	03010655	2015-05-29	48.6	A
USGS	03010655	2015-05-30	46.0	A
USGS	03010655	2015-05-31	48.4	A
USGS	03010655	2015-06-01	62.3	A
USGS	03010655	2015-06-02	49.2	A
USGS	03010655	2015-06-03	44.5	A
USGS	03010655	2015-06-04	40.7	A
USGS	03010655	2015-06-05	40.1	A
USGS	03010655	2015-06-06	44.1	A
USGS	03010655	2015-06-07	37.4	A
USGS	03010655	2015-06-08	40.9	A
USGS	03010655	2015-06-09	370	A
USGS	03010655	2015-06-10	295	A
USGS	03010655	2015-06-11	203	A
USGS	03010655	2015-06-12	148	A
USGS	03010655	2015-06-13	138	A
USGS	03010655	2015-06-14	138	A
USGS	03010655	2015-06-15	164	A
USGS	03010655	2015-06-16	179	A
USGS	03010655	2015-06-17	183	A
USGS	03010655	2015-06-18	171	A
USGS	03010655	2015-06-19	334	A
USGS	03010655	2015-06-20	317	A
USGS	03010655	2015-06-21	356	A
USGS	03010655	2015-06-22	302	A
USGS	03010655	2015-06-23	331	A
USGS	03010655	2015-06-24	292	A
USGS	03010655	2015-06-25	255	A
USGS	03010655	2015-06-26	213	A
USGS	03010655	2015-06-27	240	A
USGS	03010655	2015-06-28	463	A
USGS	03010655	2015-06-29	472	A
USGS	03010655	2015-06-30	450	A
USGS	03010655	2015-07-01	368	A
USGS	03010655	2015-07-02	286	A
USGS	03010655	2015-07-03	223	A
USGS	03010655	2015-07-04	182	A
USGS	03010655	2015-07-05	147	A
USGS	03010655	2015-07-06	123	A
USGS	03010655	2015-07-07	109	A
USGS	03010655	2015-07-08	128	A
USGS	03010655	2015-07-09	103	A
USGS	03010655	2015-07-10	99.4	A
USGS	03010655	2015-07-11	82.9	A
USGS	03010655	2015-07-12	71.1	A
USGS	03010655	2015-07-13	64.0	A
